onset	duration	trial_type	stim_info	response_time
5.569983653957023	2.0	CPU	opponent_screen	NA
8.569983653957024	1.5733343998435885	CPU	game_play	NA
10.153524547349662	1.5	CPU	outcome_Win	NA
13.286739648552613	2.0	CPU	opponent_screen	NA
16.286739648552608	1.5734632979147136	CPU	game_play	NA
17.870233148569238	1.5	CPU	outcome_Win	NA
20.93675738340244	2.0	Human	opponent_screen	NA
24.436757383402444	1.5395824245642868	Human	game_play	NA
25.98692997707985	1.5	Human	outcome_Loss	NA
29.403444778406996	2.0	CPU	opponent_screen	NA
32.903444778406985	1.5402127269189805	CPU	game_play	NA
34.45363397477195	1.5	CPU	outcome_Loss	NA
43.68695925828069	2.0	CPU	opponent_screen	NA
51.18695925828069	1.5724396600853652	CPU	game_play	NA
52.77029850333929	1.5	CPU	outcome_Win	NA
55.586926505668096	2.0	CPU	opponent_screen	NA
59.086926505668096	1.5398435413371772	CPU	game_play	NA
60.63708611880429	1.5	CPU	outcome_Loss	NA
65.88687775377184	2.0	CPU	opponent_screen	NA
69.38687775377184	1.5398390132468194	CPU	game_play	NA
70.93717079306954	1.5	CPU	outcome_Loss	NA
76.023724490311	2.0	CPU	opponent_screen	NA
79.023724490311	1.5694864755496385	CPU	game_play	NA
80.60528150061145	1.5	CPU	outcome_Win	NA
83.75364846456796	2.0	CPU	opponent_screen	NA
87.25364846456795	1.5396754003595559	CPU	game_play	NA
88.8039089019876	1.5	CPU	outcome_Loss	NA
92.38707019528374	2.0	Human	opponent_screen	NA
97.88707019528374	1.5731022628024218	Human	game_play	NA
99.47057335497813	1.5	Human	outcome_Win	NA
107.18721373402514	2.0	Human	opponent_screen	NA
114.18721373402514	1.573086565360427	Human	game_play	NA
115.77067282097414	1.5	Human	outcome_Win	NA
118.3538386421278	2.0	CPU	opponent_screen	NA
121.8538386421278	1.5400793009903282	CPU	game_play	NA
123.4040444411803	1.5	CPU	outcome_Loss	NA
126.48729674797504	2.0	CPU	opponent_screen	NA
131.98729674797505	1.5399531198199838	CPU	game_play	NA
133.53736429102722	1.5	CPU	outcome_Loss	NA
137.08722731797025	2.0	Human	opponent_screen	NA
142.58722731797025	1.5396307236514986	Human	game_play	NA
144.1373567443807	1.5	Human	outcome_Loss	NA
146.78729010676034	2.0	Human	opponent_screen	NA
150.78729010676034	1.5730289083439857	Human	game_play	NA
152.37084458442405	1.5	Human	outcome_Win	NA
155.68735772557557	2.0	CPU	opponent_screen	NA
